       -2.4409704665567691E-04       -8.2990758648869122E-04       -5.8072126659793671E-03        9.9800855931869581E-01
        7.1945768899315199E-02       -5.4837060128070880E-02       -6.6941100470207027E-01        4.2297488398567140E-01
        1.6752385509462078E-02       -5.4246381410600460E-02       -4.0374574691991499E-01        7.7075866377626867E-01
       -8.3536126183352151E-04       -2.8520215440194941E-02       -1.9687475667068621E-01        9.1389209451497710E-01
        8.2280692176651769E-03       -4.6326585904770262E-02       -3.3105312210807530E-01        8.2877944440634932E-01
       -8.9672210336359912E-04       -3.3162845335457558E-03       -2.3119181038269671E-02        9.9188951352299048E-01
        1.0115859985862000E-01       -9.6981394836173247E-03       -7.6286305128178544E-01        6.3478430536312594E-02
        8.5464264081296357E-02       -4.3569183652546341E-02       -7.1481650580849077E-01        3.0957153255786779E-01
       -2.2381541679736021E-03       -2.0259654580763519E-02       -1.3948255118380209E-01        9.4321746659685091E-01
        5.6806044046960248E-02       -6.1218425352315732E-02       -6.1270547835958644E-01        5.2692586460870394E-01
        4.1717636831378697E-02       -6.2764215162569095E-02       -5.4751217903614491E-01        6.1995561683869527E-01
        2.4768541530253612E-03       -3.7442725521244613E-02       -2.6135206511269260E-01        8.7613886738453128E-01
       -1.7218395696142500E-03       -7.4396831874455633E-03       -5.1600572633960728E-02        9.8121535939047755E-01
        2.8058606059168049E-02       -6.0106508987032313E-02       -4.7685151722748081E-01        7.0128136945008535E-01
        9.5665437939687806E-02       -2.8072864226447228E-02       -7.4654369824463507E-01        1.8884529193217139E-01
       -2.3374924471383412E-03       -1.3137148449607370E-02       -9.0672115492849467E-02        9.6529645962607602E-01
