   1.9963488040235248e-02    0.0000000000000000e-01   -1.0294472251786809e+00    0.0000000000000000e-01
   3.9798015134452877e-02   -2.6407400265624898e-03   -1.0284769858570592e+00          4.3677012204268070e-02
   3.9413347831418782e-02   -5.2502868629096103e-03   -1.0255726855547894e+00          8.7218569981479119e-02
   3.8779553676037117e-02   -7.7981690552421719e-03   -1.0207534796944105e+00          1.3049065273936678e-01
   3.7907378008028379e-02   -1.0255331087208984e-02   -1.0140509715327899e+00          1.7336207689754392e-01
   3.6811412118012078e-02   -1.2594774077610055e-02   -1.0055087380601683e+00          2.1570583886058956e-01
   3.5509666391288879e-02   -1.4792120017296725e-02   -9.9518168495597880e-01          2.5740037040258726e-01
   3.4023055771521888e-02   -1.6826080805579653e-02   -9.8313524829438404e-01          2.9833068217328195e-01
   3.2374820106949641e-02   -1.8678818448986277e-02   -9.6944446438624298e-01          3.3838937489891162e-01
   3.0589903811144770e-02   -2.0336188395612842e-02   -9.5419293193808144e-01          3.7747750228191982e-01
   2.8694319697164251e-02   -2.1787863701901422e-02   -9.3747169252400327e-01          4.1550527438249551e-01
   2.6714520899110026e-02   -2.3027343188891262e-02   -9.1937805618084608e-01          4.5239259516491889e-01
   2.4676802646689209e-02   -2.4051851614809996e-02   -9.0001439878149180e-01          4.8806943269561816e-01
   2.2606752548302659e-02   -2.4862143916405510e-02   -8.7948695679491632e-01          5.2247602499189724e-01
   2.0528764254300004e-02   -2.5462228586032378e-02   -8.5790464322172781e-01          5.5556292857639472e-01
   1.8465625218667904e-02   -2.5859027179859249e-02   -8.3537790604577139e-01          5.8729092026685586e-01
   1.6438185048308719e-02   -2.6061987805508871e-02   -8.1201764762718534e-01          6.1763076553992227e-01
   1.4465106884919391e-02   -2.6082670299562719e-02   -7.8793422024622566e-01          6.4656286890940032e-01
   1.2562700616879760e-02   -2.5934319817569908e-02   -7.6323650965101367e-01          6.7407682315093539e-01
   1.0744833620887844e-02   -2.5631443898997651e-02   -7.3803111511311666e-01          7.0017087491728635e-01
   9.0229122781333071e-03   -2.5189405931364421e-02   -7.1242163127951313e-01          7.2485132438002555e-01
   7.4059257331237127e-03   -2.4624045515273691e-02   -6.8650803413095650e-01          7.4813187608322727e-01
   5.9005422507885712e-03   -2.3951333703822002e-02   -6.6038617069212526e-01          7.7003295729407418e-01
   4.5112480257960996e-03   -2.3187068609179699e-02   -6.3414734983959669e-01          7.9058101888168221e-01
   3.2405183259144574e-03   -2.2346614557921005e-02   -6.0787802964691598e-01          8.0980783224599129e-01
   2.0890113110202126e-03   -2.1444685923129641e-02   -5.8165959519793171e-01          8.2774979414532996e-01
   1.0557756569677143e-03   -2.0495175020879996e-02   -5.5556821967851022e-01          8.4444724951746155e-01
   1.3846412702313679e-04   -1.9511022057334182e-02   -5.2967480079727293e-01          8.5994384062652003e-01
  -6.6645362064331211e-04   -1.8504124051591858e-02   -5.0404496415270737e-01          8.7428588915663355e-01
  -1.3634845038270207e-03   -1.7485278920506979e-02   -4.7873912501513152e-01          8.8752181625868857e-01
  -1.9579160977193868e-03   -1.6464160463178826e-02   -4.5381260008265049e-01          8.9970160407360827e-01
  -2.4556345424202080e-03   -1.5449319784465382e-02   -4.2931576105507719e-01          9.1087630092624158e-01
  -2.8629584767160273e-03   -1.4448208704365848e-02   -4.0529422230507941e-01          9.2109757122094044e-01
  -3.1864903066996758e-03   -1.3467220868782040e-02   -3.8178905547104165e-01          9.3041729007711610e-01
  -3.4329853608959454e-03   -1.2511746564605483e-02   -3.5883702441499460e-01          9.3888718191764754e-01
  -3.6092388631174759e-03   -1.1586237610047495e-02   -3.3647083464998640e-01          9.4655850155688308e-01
  -3.7219901650965362e-03   -1.0694279106631718e-02   -3.1471939201800055e-01          9.5348175581629598e-01
  -3.7778433129002457e-03   -9.8386652750059530e-03   -2.9360806607048073e-01          9.5970646331035813e-01
  -3.7832027610068602e-03   -9.0214770311020130e-03   -2.7315895425190160e-01          9.6528094977727592e-01
  -3.7442228808551122e-03   -8.2441593759225741e-03   -2.5339114360008299e-01          9.7025217616284657e-01
  -3.6667698214007277e-03   -7.5075970598843298e-03   -2.3432096724628984e-01          9.7466559658505895e-01
  -3.5563942528914960e-03   -6.8121873338114513e-03   -2.1596225351800483e-01          9.7856504329717467e-01
  -3.4183135479222710e-03   -6.1579089093362337e-03   -1.9832656591467778e-01          9.8199263581400531e-01
  -3.2574020135001487e-03   -5.5443865202730009e-03   -1.8142343264096177e-01          9.8498871145742958e-01
  -3.0781878736071162e-03   -4.9709507041499206e-03   -1.6526056474382211e-01          9.8759177470180597e-01
  -2.8848558045394466e-03   -4.4366926116182131e-03   -1.4984406221157642e-01          9.8983846284826408e-01
  -2.6812539377068980e-03   -3.9405138039769427e-03   -1.3517860765739864e-01          9.9176352572077889e-01
  -2.4709043606817470e-03   -3.4811711191887811e-03   -1.2126764743067882e-01          9.9339981724969811e-01
  -2.2570162625468344e-03   -3.0573167784102778e-03   -1.0811356018077942e-01          9.9477829698450911e-01
  -2.0425009806325901e-03   -2.6675339721361549e-03   -9.5717813043204983e-02          9.9592803975273586e-01
  -1.8299883101836921e-03   -2.3103682113344878e-03   -8.4081105732012268e-02          9.9687625185257795e-01
  -1.6218435348082709e-03   -1.9843547579450657e-03   -7.3203502908307171e-02          9.9764829233073215e-01
  -1.4201847228495306e-03   -1.6880424640170804e-03   -6.3084555256555371e-02          9.9826769805199410e-01
  -1.2268999127115789e-03   -1.4200143524029124e-03   -5.3723409741561106e-02          9.9875621141255342e-01
