   7.2480238676439196e-02    0.0000000000000000e-01   -9.9910574300768727e-01    0.0000000000000000e-01
   1.3869151066514642e-01   -3.4492199580356353e-02   -9.8600378309239351e-01          1.5996065636002152e-01
   1.2128035460901237e-01   -6.3680294330687419e-02   -9.4784036154469755e-01          3.1337565538763936e-01
   9.6392777028804618e-02   -8.3778746855223557e-02   -8.8782604105034597e-01          4.5457659606525639e-01
   6.8687383512193707e-02   -9.3361214644949326e-02   -8.1066234358095283e-01          5.7942487706393530e-01
   4.2429982095127573e-02   -9.3270211816021576e-02   -7.2178678448937257e-01          6.8560693682083594e-01
   2.0567557600211321e-02   -8.5844611185062365e-02   -6.2664583195762475e-01          7.7256998401385552e-01
   4.4622180226972452e-03   -7.3950002866215291e-02   -5.3014505846941464e-01          8.4119843416941845e-01
  -5.8593740969930864e-03   -6.0209301042015046e-02   -4.3633503985686834e-01          8.9337027232669676e-01
  -1.1225331754357355e-02   -4.6593572496782714e-02   -3.4831364298264545e-01          9.3151432598049161e-01
  -1.2845682111963512e-02   -3.4333959324537832e-02   -2.6828344244198487e-01          9.5824298677439408e-01
  -1.1968751421939734e-02   -2.4029789213614330e-02   -1.9769547711038065e-01          9.7608811472983738e-01
  -9.6877159669150856e-03   -1.5832387928837138e-02   -1.3742355426759246e-01          9.8733536315460984e-01
  -6.8654109438762018e-03   -9.6267526656727666e-03   -8.7932873247195798e-02          9.9393616245362896e-01
  -4.1319595371182517e-03   -5.1758347763171830e-03   -4.9424241978590035e-02          9.9747279028375029e-01
  -1.9169965017618925e-03   -2.2206703898286794e-03   -2.1947334247761763e-02          9.9915477642099591e-01
  -4.9080202019052701e-04   -5.4287112778519923e-04   -5.4833075573564577e-03          9.9983011487958733e-01
