   3.8618904698100552e-02    0.0000000000000000e-01   -1.0188814124035345e+00    0.0000000000000000e-01
   7.6296950290323540e-02   -9.8825695780575675e-03   -1.0152166519528568e+00          8.4817609982511817e-02
   7.3534826947110072e-02   -1.9327708586039619e-02   -1.0043133434381079e+00          1.6864730124526102e-01
   6.9126043067411301e-02   -2.7935396614625369e-02   -9.8643929431854750e-01          2.5053998311951629e-01
   6.3340237513229957e-02   -3.5375235941838440e-02   -9.6202434310343492e-01          3.2962118481965068e-01
   5.6513811719384770e-02   -4.1409328752004637e-02   -9.3163736584981766e-01          4.0512117116812829e-01
   4.9016981147740549e-02   -4.5903505259163404e-02   -8.9595732988139040e-01          4.7639745788815492e-01
   4.1220926197717626e-02   -4.8826692311596268e-02   -8.5574102964737852e-01          5.4294870343642408e-01
   3.3469172318718723e-02   -5.0240088300835298e-02   -8.1179017373330049e-01          6.0441988561908078e-01
   2.6056029284507978e-02   -5.0279084568113288e-02   -7.6492020455702796e-01          6.6059949068824121e-01
   1.9213361563076756e-02   -4.9131388407063294e-02   -7.1593271512807854e-01          7.1141005007037901e-01
   1.3105518840566213e-02   -4.7014616394040635e-02   -6.6559269437946639e-01          7.5689370953290953e-01
   7.8311840446947406e-03   -4.4155945379438477e-02   -6.1461119299859998e-01          7.9719461355262819e-01
   3.4302998919560072e-03   -4.0775492833764353e-02   -5.6363343994422712e-01          8.3253977841981967e-01
  -1.0591418753313244e-04   -3.7074182559555532e-02   -5.1323200701135430e-01          8.6321987593039774e-01
  -2.8236562038331499e-03   -3.3226096259079227e-02   -4.6390433299517120e-01          8.8957102323215879e-01
  -4.7953660286261531e-03   -2.9374790973404816e-02   -4.1607377226407678e-01          9.1195833204839759e-01
  -6.1096493355232845e-03   -2.5632780997816318e-02   -3.7009330051866555e-01          9.3076165482329416e-01
  -6.8628459540511180e-03   -2.2083299694757852e-02   -3.2625106170741736e-01          9.4636370186023217e-01
  -7.1524421496153709e-03   -1.8783511875291334e-02   -2.8477704307722481e-01          9.5914050278734957e-01
  -7.0722793125847510e-03   -1.5768481616845734e-02   -2.4585029328805702e-01          9.6945404709735225e-01
  -6.7093588045899248e-03   -1.3055365242516872e-02   -2.0960623109980385e-01          9.7764685455767836e-01
  -6.1419674619205486e-03   -1.0647461419386284e-02   -1.7614371577819034e-01          9.8403818614071439e-01
  -5.4388293113108827e-03   -8.5378908135189835e-03   -1.4553165735791840e-01          9.8892159827652364e-01
  -4.6590062183503054e-03   -6.7127883928423281e-03   -1.1781503203663599e-01          9.9256355715899010e-01
  -3.8523069636786547e-03   -5.1539716223789905e-03   -9.3020235134105157e-02          9.9520285683241405e-01
  -3.0600086293258702e-03   -3.8411009597357083e-03   -7.1159752984883450e-02          9.9705061820355528e-01
  -2.3157383686446366e-03   -2.7533805342855079e-03   -5.2236168514713656e-02          9.9829068126506128e-01
  -1.6464031852344204e-03   -1.8708622298244209e-03   -3.6245536030742743e-02          9.9908023662998009e-01
  -1.0730882418271475e-03   -1.1754205322223908e-03   -2.3180171753979827e-02          9.9955057320366122e-01
  -6.1187002631931580e-04   -6.5146243007060359e-04   -1.3030910312379815e-02          9.9980784564443122e-01
  -2.7450991284438347e-04   -2.8642932391441195e-04   -5.7888758342780346e-03          9.9993378802579378e-01
  -6.9007228725734165e-05   -7.1138345426831342e-05   -1.4468110367651172e-03          9.9998631907088626e-01
